"";"PK_CAD";"TIPO_CLI";"TIPO_FAB";"TIPO_FOR";"TIPO_TRA";"TIPO_SERV";"TIPO_OUT";"RAZAO_SOCIAL";"FANTASIA";"CNPJ";"CPF";"INSC_EST";"INSC_MUM";"ENDERECO";"BAIRRO";"FK_CID";"CEP";"ENDE_COB";"BAIRRO_COB";"FK_CID_COB";"CEP_COB";"FONE1";"FONE2";"FAX";"HOMEPAGE";"FK_RAM";"LIMCREDITO";"OBSERVACAO";"FK_CADTRA";"FK_CPG";"TIPO_FRETE";"CREDITO_BLOQUEADO";"INATIVO";"FK_CPGREP";"FK_CADTRAREP";"TIPO_FRETE_REP";"CONS_INDUSTRIA";"DATA_CAD";"FK_USUCAD";"DATA_CAP_SOCIAL";"VLR_CAP_SOCIAL";"QTD_PROTESTOS";"QTD_CHQ_DEVOL";"OBSERV_CRED";"CONCEITO_CRED";"CONTATO_BANCO";"PER_ANA_CRED";"DT_ULT_AVALIACAO";"MATERIAL_COMPRA";"PERC_MAT_ESTOQUE";"PERC_MAT_ESPECIAL";"MOTIVO_RECADASTRO";"VAL_SOLIC_COMPRA";"FK_TPG";"DT_LIBFIN";"FK_USULIB";"AUDITVENDA";"ISENTOICMS";"MESESPRECO";"ISUF";"MALADIRETA";"FK_NAT";"OBS_LEGAL";"OBS_VENDA";"DDENTREGA";"FK_USUAVAL";"BLOQFATIPI";"SIMPLES";"SEMCOMPRA";"SEMCPR12";"IPI_PRIM";"CREDBLOQ";"FK_CAD_NOVO";"GERA_IPI";"DTRECCAD";"DTSOLCOMPL";"DTRECCOMPL";"DTTERMPROC";"AC_BLOQ";"AC_DEP";"FK_BCOCOB";"NAOAGRUPABLQ";"IMPRIME_FAB_ETIQ";"IMPRIME_DATAFAB_ETIQ";"FK_SUB";"FATUR_MINIMO";"MARKUP_MAODEOBRA";"MARKUP_MATPRIMA";"INTEGRACAO_XML";"REGIME_TRIBUTARIO";"INDUSTRIA_REVENDA";"TOLERANCIA_ANTECIPACAO";"TOLERANCIA_ATRASO";"NAOCONTRIBUINTE";"DIA_SEMANA_MRP";"OBS_PADRAO_OC";"REAJUSTE_LME";"REAJUSTE_DOLAR";"PERC_GATILHO";"REAJUSTE_CUSTO";"FREQUENCIA";"OBSERVACAO_REAJUSTE";"PLACA_PADRAO";"PLACA_PADRAO_UF";"TIPO_REAJUSTE_CABOS";"TIPO_REAJUSTE_OUTROS";"PERC_QTD_NFR_OC";"OBRIGAR_NFSE";"INCOTERM";"BANK_INFORMATION";"INVOICE_PAGTO_ANTECIP";"FK_MOE";"PRAZO_PAGAMENTO_PADRAO";"FOLLOWUP_AUTOMATICO";"CONSIDERA_PV_FLUXO_CAIXA";"DIA_SEMANA_VENCTO";"DIA_MES_VENCTO1";"DIA_MES_VENCTO2";"DIA_MES_VENCTO3";"FK_MAQ_PREFERENCIAL";"FK_NATCONSUMO"
440;2027.0;"N";"N";"S";"N";"S";"N";"FACA E RESOLVA COMERCIAL LTDA - EPP";"FACA E RESOLVA";"74.626.532/0001-75";"";"113899587114";"";"RUA ANITA MALFATTI, 528";"VILA BARUEL";36.0;"02510000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-06-11 09:44:15.955";213.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
441;2037.0;"N";"N";"S";"N";"N";"N";"GRAJS COMERCIO ELETRONICO LTDA - ME";"GRAJS MEGASTORE";"19.248.565/0001-10";"";"417462450115";"";"R JOAO FIRENS, 171";"VILA SAO GERALDO";190.0;"13480382";"R JOAO FIRENS, 171";"VILA SAO GERALDO";190.0;"13480382";"1941030155";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-06-20 16:21:33.618";213.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
442;2040.0;"N";"N";"S";"N";"S";"N";"GLOBAL TORNO E FRESA LTDA";"GLOBAL USINAGEM";"09.665.493/0001-53";"";"255670966";"";"RUA CARGELINO FRANCELINO  270";"SAO VICENTE";83.0;"88309265";"RUA CARGELINO FRANCELINO  270";"SAO VICENTE";83.0;"88309265";"(47)32465847";"";"";"";"";"";"";585.0;2.0;"F";"N";"N";"";"";"";"";"2018-06-25 11:17:38.342";156.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
443;2038.0;"N";"N";"S";"N";"N";"N";"ROF E MAG COMERCIO VAREJISTA DE MAT. ELETR.LTDA ME";"PROJETO AGUA";"10.599.285/0001-82";"";"148464675112";"38578689";"RUA PROTOCOLO, 566";"VILA CONDE DO PINHAL";36.0;"04208001";"RUA PROTOCOLO, 566";"VILA CONDE DO PINHAL";36.0;"04208001";"(11)2914-0570";"";"";"";"";"";"DADOS BANCÁRIOS
BANCO DO BRASIL
AG : 6822 -5
CC:  2400- 7
";"";"";"";"N";"N";"";"";"";"";"2018-06-21 16:23:45.725";156.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
444;2039.0;"N";"N";"S";"S";"N";"N";"NESTOR BORTOLINI E CIA LTDA";"BORTOLINI";"89.945.133/0001-44";"";"0960783326";"";"AV VICENTE MONTEGGIA, 500";"CAVALHADA";1.0;"91740290";"AV VICENTE MONTEGGIA, 500";"CAVALHADA";1.0;"91740290";"(51) 3247-7000";"";"";"";"";"";"Banrisul: 041 
Agência: 0624
C/C: 06850194-00
 
 Bradesco:237 
Agência: 07196
C/C:  20840-0
";"";19.0;"";"N";"N";"";"";"";"";"2018-06-22 11:09:17.169";213.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
445;2041.0;"N";"S";"N";"N";"S";"S";"GRADINI - INDUSTRIA E COMERCIO DE PORTAS E ESCADAS LTDA";"GRADINI - PORTA S ESCADAS E CORRIMOES";"90.471.202/0001-04";"";"";"";"RUA ELIAS BOTHOME 463";"JARDIM ITU";1.0;"91220210";"RUA ELIAS BOTHOME 463";"JARDIM ITU";1.0;"91220210";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-06-26 11:01:39.493";68.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
446;2042.0;"N";"S";"N";"N";"S";"S";"EVERTON RODRIGO LOPES";"EVERTON RODRIGO LOPES";"27.569.836/0001-68";"";"";"";"AV PRESEIDENTE GETULIO VARGAS 4163";"BELA VISTA";43.0;"94810000";"AV PRESEIDENTE GETULIO VARGAS 4163";"BELA VISTA";43.0;"94810000";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-06-26 11:03:30.794";68.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
447;2045.0;"N";"S";"S";"N";"N";"N";"COBO EQUIPAMENTOS AGRICOLAS E INDUSTRIAIS LTDA";"COBO GROUP";"24.505.014/0001-25";"";"257922547";"";"RUA DONA FRANCISCA, 8300, BLOCO 9, MODULO C";"DISTRITO INDUSTRIAL";37.0;"89219600";"RUA DONA FRANCISCA, 8300, MODULO C";"DISTRITO INDUSTRIAL";37.0;"89219600";"(51) 99769-4781";"";"";"www.cobogroup.net";5.0;"";"BANCO SANTANDER
AG: 4390
C/C 130034399
";585.0;2.0;"F";"N";"N";"";"";"";"";"2018-06-29 10:20:56.342";156.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"S";"N";"";"";"";"";"";""
448;2047.0;"N";"N";"S";"N";"N";"N";"ELETRONOR DISTRIB DE MAT ELETRICOS LTDA.";"ELETRONOR";"05.047.273/0006-10";"";"0290574366";"";"RUA GASTOS LUIS BENETTI, 651";"CIDADE NOVA";6.0;"95112483";"RUA GASTOS LUIS BENETTI, 651";"CIDADE NOVA";6.0;"95112483";"5432203839";"";"";"";"";"";"";"";3.0;"";"N";"N";"";"";"";"";"2018-06-29 13:35:19.763";213.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";81.0;"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"S";"N";"";"";"";"";"";""
449;2049.0;"N";"N";"S";"N";"N";"N";"NOVECAR MÁQUINAS E ACESSÓRIOS P/MALHARIA LTDA.";"NOVECAR";"62.134.648/0001-08";"";"104.968.998.111";"";"RUA TALMUD THORA, 96/98";"BOM RETIRO";36.0;"01126-02";"RUA TALMUD THORA, 96/98";"BOM RETIRO";36.0;"01126-02";"11 3223-6632";"11 3331-7052";"";"";"";"";"Depósito: Banco Bradesco S.A. - 237
                Agência: 0114
                Conta Corrente: 27.910-2
                Novecar Máquinas e Acessórios P/Malharia Ltda
                Valor: R$360,00
                CNPJ: 62.134.648/0001-08
";"";"";"";"N";"N";"";"";"";"";"2018-07-02 15:00:52.690";213.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
450;2048.0;"N";"N";"S";"N";"N";"N";"DIGISERVI TRADING LTDA";"DT OFFICE";"02.602.747/0001-45";"";"115.251.830.111";"";"RUA DOS RODRIGUES, 177";"VILA CARBONE";36.0;"02750000";"RUA DOS RODRIGUES, 177";"VILA CARBONE";36.0;"02750000";"11 3862-2180";"";"";"www.dtoffice.com.br";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-06-30 15:11:39.857";213.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
451;2050.0;"N";"N";"S";"N";"N";"N";"PONTO DA ELETRONICA COM. VAREJ. DE COMPON. ELETRONICOS EIREL";"PONTO DA ELETRONICA";"05.701.783/0001-54";"";"116611130116";"";"RUA DOS GUSMÕES Nº 353 – 6º ANDAR – SALA 67";"SANTA IFIGÊNIA";36.0;"01212001";"RUA DOS GUSMÕES Nº 353 – 6º ANDAR – SALA 67";"SANTA IFIGÊNIA";36.0;"01212001";"(11) 3337-4933";"";"";"www.pontodaeletronica.com.br";5.0;"";"Banco Itaú                                   
AG. 0411                                     
C/C 38925-7                               
Ponto da Eletrônica Comércio Varejista de Componentes Eletrônicos Eirelli
Gerente: (11) 303-4828
Fone: Sra. Gigliola

Bradesco
AG. 102-3
C/C 70301-0
Ponto da Eletrônica Comércio Varejista de Componentes Eletrônicos Eirelli
Gerente: (11) 3738-4465
Fone: Sr. Paulo";585.0;2.0;"F";"N";"N";"";"";"";"";"2018-07-03 14:34:09.772";156.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
452;2192.0;"N";"N";"S";"N";"N";"N";"JOCINELI GONSIOROSKI DOS SANTOS";"FERRAGEM RAYANNE";"27.631.363/0001-81";"";"0580146766";"";"RUA ADÃO FOQUES, 1077 - SALA 3 E 6";"JARDIM IOLANDA";10.0;"92726050";"RUA ADÃO FOQUES, 1077 - SALA 3 E 6";"JARDIM IOLANDA";10.0;"92726050";"51 34032929";"51 993913333";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2019-02-08 10:47:33.396";213.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
453;2051.0;"N";"N";"S";"N";"N";"N";"A.T.I. BRASIL ARTIGOS TÉCNICOS INDUSTRIAIS LTDA";"ATI BRASIL";"03.246.792/0004-10";"";"096/3232568";"23.858.427";"AV. JOSÉ LUTZENBERGER, 09";"ANCHIETA";1.0;"90200140";"AV. JOSÉ LUTZENBERGER, 09";"ANCHIETA";1.0;"90200140";"(51) 3326.7015";"";"(51) 3326.7018";"";"";"";"Dados bancários para depósito:
ITAU (341) Ag.: 0624 | C.C: 83993-2
BRADESCO (237) Ag.: 3645-5 | 27014-8";585.0;"";"F";"N";"N";"";"";"";"";"2018-07-03 16:56:41.743";213.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";1.0;"";"N";"N";"";"";"";"";"";""
454;2054.0;"N";"N";"S";"N";"N";"N";"LOI BRASIL COMERCIO ELETRONICO LTDA";"LOI BRASIL";"17.973.898/0001-87";"";"442359180111";"";"AVENIDA PAPA JOAO XXIII, 3740";"VILA NOEMIA";36.0;"09370800";"AVENIDA PAPA JOAO XXIII, 3740";"VILA NOEMIA";36.0;"09370800";"11 4543-8374";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-07-04 16:39:05.876";213.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
455;2058.0;"N";"N";"S";"N";"N";"N";"CRJMAC METALS COM. DE PEÇAS PARA MAQUINAS IMP. E EXP.";"CRJMAC MARÇAL";"22.168.242/0001-21";"";"407514138111";"";"R. RITA DE CÁSSIA REVOREDO DE PARANAGUÁ, 187";"ELOY CHAVES";36.0;"13212150";"R. RITA DE CÁSSIA REVOREDO DE PARANAGUÁ, 187";"ELOY CHAVES";36.0;"13212150";"1133790580";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-07-11 07:31:14.585";213.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
456;2059.0;"N";"N";"S";"N";"S";"S";"BOMBA SUL CONSERTOS E INSTALACOES EIRELI";"BOMBASUL SERVICE";"17.532.941/0001-79";"   .   .   -";"";"";"AV PATRIA 200";"SÃO GERALDO";1.0;"90230070";"AV PATRIA 200";"SÃO GERALDO";1.0;"90230070";"33311777";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-07-11 15:18:59.154";68.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
457;2061.0;"N";"S";"S";"N";"N";"N";"PARTEX BRASIL SERVIÇO E COMÉRCIO DE EQUIPAMENTOS ELETRÔNICOS";"PARTEX";"17.381.964/0001-20";"";"353.330.968.111";"";"AV. ARIO BARNABE, 707 - ESC.8 COND.COML PRIORI";"JARDIM MORADA DO SOL";117.0;"13346400";"AV. ARIO BARNABE, 707 - ESC.8 COND.COML PRIORI";"JARDIM MORADA DO SOL";117.0;"13346400";"(85) 2181-2300";"";"";"";"";"";"BANCO DO BRASIL
CONTA: 48895-X 
AGENCIA: 3515-7

ENVIAR COMPROVANTES: Adriano <adriano@partex.se>Marina <marina@partex.se>";585.0;15.0;"F";"N";"N";"";"";"";"";"2018-07-12 08:17:41.188";165.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"S";"N";"";"";"";"";"";""
458;2063.0;"N";"N";"S";"N";"S";"N";"DIEGO CUNHA DA SILVA";"COMPANY CAR";"10.782.674/0001-49";"";"";"";"AV MAL CASTELO BRANCO, 3505";"MORADAS DA COLINA";10.0;"92500000";"AV MAL CASTELO BRANCO, 3505";"MORADAS DA COLINA";10.0;"92500000";"3403.2283";"";"";"";"";"";"Razão social: DIEGO CUNHA DA SILVA-ME
Nome fantasia: COMPANYCAR
CNPJ: 10.782.674/0001-49
Banco: Bradesco Código: 237
Agência: 1972-0
C/C: 32830-8
 
";"";10.0;"";"N";"N";"";"";"";"";"2018-07-18 16:42:50.276";165.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
459;2083.0;"N";"N";"S";"N";"S";"S";"ATACADAO DO LAR COMERCIAL ATACADISTA LTDA";"ATACADAO DO LAR COMERCIAL ATACADISTA LTDA";"13.850.545/0001-39";"";"";"";"R GENERAL TASSO FRAGOSO, 204";"BANCARIOS";162.0;"86062050";"R GENERAL TASSO FRAGOSO, 204";"BANCARIOS";162.0;"86062050";"(43) 3345-1122	";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-08-03 15:31:19.559";236.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
460;2085.0;"N";"N";"S";"N";"N";"N";"BARBARA MARINHO DEMIQUILI SILVA 36635980806";"";"13.517.683/0001-09";"";"147974651118";"";"JARDIM ANGELA (ZONA SUL)";"";36.0;"04948970";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-08-07 13:26:28.303";213.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
461;2088.0;"N";"N";"S";"N";"N";"N";"C.C.P CENTRO COM DE PARAFUSOS LTDA EPP";"CCP PARAFUSOS E FERRAMENTAS";"56.331.671/0001-90";"";"";"";"AV. SÃO MIGUEL, 4976";"ERMELINO MATARAZZO";36.0;"03870100";"AV. SÃO MIGUEL, 4976";"ERMELINO MATARAZZO";36.0;"03870100";"11 2026-6733";"";"11 2026-6733";"http://www.ccpvirtual.com.br";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-08-10 09:37:05.156";213.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
462;2065.0;"N";"N";"S";"N";"N";"N";"COM E IND BREITHAUPT SA";"BREITHAUPT";"84.429.810/0025-25";"";"9000035010";"";"R EDMUNDO KOCH, 1021";"NEREU RAMOS";18.0;"89265515";"R EDMUNDO KOCH, 1021";"NEREU RAMOS";18.0;"89265515";"47 33729908";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-07-23 14:27:34.515";213.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
463;2066.0;"N";"N";"S";"N";"S";"S";"BRONZEARTE INDUSTRIA E COMERCIO LTDA - EM RECUPERACAO JUDICI";"BRONZEARTE INDUSTRIA E COMERCIO LTDA - EM RECUPERACAO JUDICI";"60.479.045/0001-12";"";"";"";"AV DONA CESARIA CAMARGO DE OLIVEIRA, 197";"JARDIM VISTA ALEGRE";103.0;"06807320";"AV DONA CESARIA CAMARGO DE OLIVEIRA, 197";"JARDIM VISTA ALEGRE";103.0;"06807320";"(11) 3634-8110	";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-07-23 14:36:18.053";236.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
